block,TOT_PR,time,year,month,index,to_change,constraint_begin,constraint_end,level_0
18,0.0024847158,2086-07-27 20:00:00,2086,7,678,0,,,
19,0.00087149814,2086-07-06 18:00:00,2086,7,679,0,,,
20,0.0017424652,2086-07-28 16:00:00,2086,7,680,0,,,
21,0.0013803372,2086-07-06 18:00:00,2086,7,681,0,,,
22,0.0018181085,2086-07-06 14:00:00,2086,7,682,0,,,
23,0.002790151,2086-07-06 15:00:00,2086,7,683,0,,,
24,0.0020174147,2086-07-27 21:00:00,2086,7,684,0,,,
25,0.0022858074,2086-07-21 22:00:00,2086,7,685,0,,,
26,0.0012170807,2086-07-28 16:00:00,2086,7,686,0,,,
27,0.0027849774,2086-07-06 19:00:00,2086,7,687,0,,,
28,0.0018974023,2086-07-06 20:00:00,2086,7,688,0,,,
29,0.0018743676,2086-07-28 10:00:00,2086,7,689,0,,,
0,0.0021432268,2086-08-17 02:00:00,2086,8,690,0,,,
1,0.0030584412,2086-08-17 03:00:00,2086,8,691,0,,,
2,0.002534654,2086-08-16 17:00:00,2086,8,692,0,,,
3,0.0011411302,2086-08-17 14:00:00,2086,8,693,0,,,
4,0.0007867731,2086-08-17 10:00:00,2086,8,694,0,,,
5,0.0008088171,2086-08-14 01:00:00,2086,8,695,0,,,
6,0.00089709624,2086-08-17 07:00:00,2086,8,696,0,,,
7,0.001944968,2086-08-17 03:00:00,2086,8,697,0,,,
8,0.0017828859,2086-08-17 04:00:00,2086,8,698,0,,,
9,0.0018623024,2086-08-17 11:00:00,2086,8,699,0,,,
10,0.0049654697,2086-08-17 14:00:00,2086,8,700,0,,,
11,0.002377869,2086-08-19 23:00:00,2086,8,701,0,,,
12,0.00085090904,2086-08-17 06:00:00,2086,8,702,0,,,
13,0.0020261446,2086-08-17 08:00:00,2086,8,703,0,,,
14,0.001695111,2086-08-17 10:00:00,2086,8,704,0,,,
15,0.001915204,2086-08-17 04:00:00,2086,8,705,0,,,
16,0.002798764,2086-08-17 11:00:00,2086,8,706,0,,,
17,0.002128605,2086-08-17 15:00:00,2086,8,707,0,,,
18,0.0006240123,2086-08-17 07:00:00,2086,8,708,0,,,
19,0.001030555,2086-08-17 07:00:00,2086,8,709,0,,,
20,0.0012080959,2086-08-17 07:00:00,2086,8,710,0,,,
21,0.0016624713,2086-08-17 08:00:00,2086,8,711,0,,,
22,0.0017017855,2086-08-17 05:00:00,2086,8,712,0,,,
23,0.003078424,2086-08-17 11:00:00,2086,8,713,0,,,
24,0.00041671598,2086-08-26 06:00:00,2086,8,714,0,,,
25,0.0010070927,2086-08-26 07:00:00,2086,8,715,0,,,
26,0.0019069674,2086-08-26 08:00:00,2086,8,716,0,,,
27,0.001967584,2086-08-26 09:00:00,2086,8,717,0,,,
28,0.0018916191,2086-08-26 16:00:00,2086,8,718,0,,,
29,0.0014105991,2086-08-17 05:00:00,2086,8,719,0,,,
0,0.0030669412,2087-06-15 02:00:00,2087,6,720,0,,,
1,0.0027047542,2087-06-15 03:00:00,2087,6,721,0,,,
2,0.0030993274,2087-06-21 13:00:00,2087,6,722,0,,,
3,0.004861562,2087-06-11 07:00:00,2087,6,723,0,,,
4,0.0040912237,2087-06-21 15:00:00,2087,6,724,0,,,
5,0.0039966092,2087-06-08 20:00:00,2087,6,725,0,,,
6,0.002624593,2087-06-21 06:00:00,2087,6,726,0,,,
7,0.0034880382,2087-06-08 16:00:00,2087,6,727,0,,,
8,0.0038685624,2087-06-08 17:00:00,2087,6,728,0,,,
9,0.0041988436,2087-06-21 12:00:00,2087,6,729,0,,,
10,0.005021492,2087-06-21 15:00:00,2087,6,730,0,,,
11,0.0047861924,2087-06-21 16:00:00,2087,6,731,0,,,
12,0.0035659496,2087-06-21 00:00:00,2087,6,732,0,,,
13,0.0041047353,2087-06-08 16:00:00,2087,6,733,0,,,
14,0.0041742497,2087-06-08 17:00:00,2087,6,734,0,,,
15,0.0055193654,2087-06-08 18:00:00,2087,6,735,0,,,
16,0.003022251,2087-06-22 12:00:00,2087,6,736,0,,,
17,0.0030694706,2087-06-21 14:00:00,2087,6,737,0,,,
18,0.0067720427,2087-06-21 00:00:00,2087,6,738,0,,,
19,0.002660767,2087-06-08 08:00:00,2087,6,739,0,,,
20,0.0029222097,2087-06-08 09:00:00,2087,6,740,0,,,
21,0.0021790306,2087-06-21 02:00:00,2087,6,741,0,,,
22,0.00309027,2087-06-08 19:00:00,2087,6,742,0,,,
23,0.0026443908,2087-06-14 18:00:00,2087,6,743,0,,,
24,0.0029684557,2087-06-08 12:00:00,2087,6,744,0,,,
25,0.008427967,2087-06-21 01:00:00,2087,6,745,0,,,
26,0.004690608,2087-06-21 01:00:00,2087,6,746,0,,,
27,0.004572029,2087-06-08 10:00:00,2087,6,747,0,,,
28,0.0046310555,2087-06-21 22:00:00,2087,6,748,0,,,
29,0.0032163237,2087-06-08 20:00:00,2087,6,749,0,,,
0,0.002908339,2087-07-09 05:00:00,2087,7,750,0,,,
1,0.0011056063,2087-07-09 06:00:00,2087,7,751,0,,,
2,0.0013906589,2087-07-20 16:00:00,2087,7,752,0,,,
3,0.0028955317,2087-07-01 23:00:00,2087,7,753,0,,,
4,0.0023024352,2087-07-01 21:00:00,2087,7,754,0,,,
5,0.0018178369,2087-07-01 21:00:00,2087,7,755,0,,,
6,0.0051385183,2087-07-09 04:00:00,2087,7,756,0,,,
7,0.0019898904,2087-07-09 05:00:00,2087,7,757,0,,,
8,0.0008302096,2087-07-09 08:00:00,2087,7,758,0,,,
9,0.0013673283,2087-07-02 09:00:00,2087,7,759,0,,,
10,0.0021059737,2087-07-02 01:00:00,2087,7,760,0,,,
11,0.0024726328,2087-07-01 22:00:00,2087,7,761,0,,,
12,0.0018414009,2087-07-09 00:00:00,2087,7,762,0,,,
13,0.0044780546,2087-07-09 04:00:00,2087,7,763,0,,,
14,0.003507265,2087-07-23 20:00:00,2087,7,764,0,,,
15,0.003396525,2087-07-21 18:00:00,2087,7,765,0,,,
16,0.0024966714,2087-07-09 09:00:00,2087,7,766,0,,,
17,0.0021848017,2087-07-02 11:00:00,2087,7,767,0,,,
18,0.0011451086,2087-07-09 00:00:00,2087,7,768,0,,,
19,0.001816265,2087-07-09 01:00:00,2087,7,769,0,,,
20,0.00295103,2087-07-09 05:00:00,2087,7,770,0,,,
21,0.0025552874,2087-07-21 23:00:00,2087,7,771,0,,,
22,0.0050025005,2087-07-21 19:00:00,2087,7,772,0,,,
23,0.004385154,2087-07-21 20:00:00,2087,7,773,0,,,
24,0.0009635753,2087-07-04 18:00:00,2087,7,774,0,,,
25,0.0016795321,2087-07-09 00:00:00,2087,7,775,0,,,
26,0.0039910115,2087-07-09 00:00:00,2087,7,776,0,,,
27,0.0033318298,2087-07-09 06:00:00,2087,7,777,0,,,
28,0.005102917,2087-07-23 21:00:00,2087,7,778,0,,,
29,0.00376091,2087-07-22 03:00:00,2087,7,779,0,,,
0,0.0027454474,2087-08-13 17:00:00,2087,8,780,0,,,
1,0.003881776,2087-08-13 18:00:00,2087,8,781,0,,,
2,0.0020999822,2087-08-13 17:00:00,2087,8,782,0,,,
3,0.0023059414,2087-08-13 18:00:00,2087,8,783,0,,,
4,0.0040069283,2087-08-13 19:00:00,2087,8,784,0,,,
5,0.0040702526,2087-08-13 20:00:00,2087,8,785,0,,,
6,0.0012144588,2087-08-15 22:00:00,2087,8,786,0,,,
7,0.0029233808,2087-08-13 19:00:00,2087,8,787,0,,,
8,0.0024114293,2087-08-13 14:00:00,2087,8,788,0,,,
9,0.002074831,2087-08-13 22:00:00,2087,8,789,0,,,
10,0.0031616199,2087-08-16 17:00:00,2087,8,790,0,,,
11,0.002714491,2087-08-13 21:00:00,2087,8,791,0,,,
12,0.0031376309,2087-08-16 00:00:00,2087,8,792,0,,,
13,0.0021881938,2087-08-13 20:00:00,2087,8,793,0,,,
14,0.004331216,2087-08-13 20:00:00,2087,8,794,0,,,
15,0.0042905775,2087-08-13 21:00:00,2087,8,795,0,,,
16,0.0020159404,2087-08-13 22:00:00,2087,8,796,0,,,
17,0.0034410253,2087-08-13 22:00:00,2087,8,797,0,,,
18,0.002001832,2087-08-15 19:00:00,2087,8,798,0,,,
19,0.0025726121,2087-08-15 23:00:00,2087,8,799,0,,,
20,0.0028580623,2087-08-15 20:00:00,2087,8,800,0,,,
21,0.003998784,2087-08-06 18:00:00,2087,8,801,0,,,
22,0.0010305129,2087-08-20 08:00:00,2087,8,802,0,,,
23,0.0018713971,2087-08-13 21:00:00,2087,8,803,0,,,
24,0.00227213,2087-08-13 16:00:00,2087,8,804,0,,,
25,0.0037030603,2087-08-13 17:00:00,2087,8,805,0,,,
26,0.0062379576,2087-08-13 18:00:00,2087,8,806,0,,,
27,0.0050143944,2087-08-15 21:00:00,2087,8,807,0,,,
28,0.0038110928,2087-08-16 04:00:00,2087,8,808,0,,,
29,0.0011995722,2087-08-20 08:00:00,2087,8,809,0,,,
0,0.0020403867,2088-06-01 18:00:00,2088,6,810,0,,,
1,0.000771994,2088-06-01 13:00:00,2088,6,811,0,,,
2,0.0017754156,2088-06-01 15:00:00,2088,6,812,0,,,
3,0.003230629,2088-06-01 16:00:00,2088,6,813,0,,,
4,0.0015746129,2088-06-13 05:00:00,2088,6,814,0,,,
5,0.0016944719,2088-06-13 06:00:00,2088,6,815,0,,,
6,0.0012426751,2088-06-01 19:00:00,2088,6,816,0,,,
7,0.0006000557,2088-06-01 14:00:00,2088,6,817,0,,,
8,0.00085187773,2088-06-24 20:00:00,2088,6,818,0,,,
9,0.0014775553,2088-06-01 17:00:00,2088,6,819,0,,,
10,0.0011842939,2088-06-02 16:00:00,2088,6,820,0,,,
11,0.0013877639,2088-06-24 22:00:00,2088,6,821,0,,,
12,0.0011143485,2088-06-01 22:00:00,2088,6,822,0,,,
13,0.0005743003,2088-06-02 08:00:00,2088,6,823,0,,,
14,0.0006127304,2088-06-08 00:00:00,2088,6,824,0,,,
15,0.0009795667,2088-06-07 23:00:00,2088,6,825,0,,,
16,0.0010105852,2088-06-07 22:00:00,2088,6,826,0,,,
17,0.001295377,2088-06-02 15:00:00,2088,6,827,0,,,
18,0.0021402398,2088-06-01 20:00:00,2088,6,828,0,,,
19,0.00083620974,2088-06-01 12:00:00,2088,6,829,0,,,
20,0.0010507656,2088-06-08 00:00:00,2088,6,830,0,,,
21,0.0018901511,2088-06-07 23:00:00,2088,6,831,0,,,
22,0.0024748805,2088-06-07 22:00:00,2088,6,832,0,,,
23,0.0021038137,2088-06-07 21:00:00,2088,6,833,0,,,
24,0.0016700579,2088-06-02 06:00:00,2088,6,834,0,,,
25,0.0006708308,2088-06-06 10:00:00,2088,6,835,0,,,
26,0.00059591286,2088-06-06 14:00:00,2088,6,836,0,,,
27,0.0010744534,2088-06-08 00:00:00,2088,6,837,0,,,
28,0.0014834945,2088-06-07 22:00:00,2088,6,838,0,,,
29,0.0026488334,2088-06-07 21:00:00,2088,6,839,0,,,
0,0.0018968864,2088-07-01 16:00:00,2088,7,840,0,,,
1,0.002386027,2088-07-13 16:00:00,2088,7,841,0,,,
2,0.0022870207,2088-07-06 10:00:00,2088,7,842,0,,,
3,0.0030419184,2088-07-06 14:00:00,2088,7,843,0,,,
4,0.0063997484,2088-07-01 18:00:00,2088,7,844,0,,,
5,0.003253837,2088-07-03 17:00:00,2088,7,845,0,,,
6,0.0011298597,2088-07-13 21:00:00,2088,7,846,0,,,
7,0.0012243047,2088-07-13 12:00:00,2088,7,847,0,,,
8,0.0025086852,2088-07-31 17:00:00,2088,7,848,0,,,
9,0.0031711494,2088-07-03 15:00:00,2088,7,849,0,,,
10,0.002852329,2088-07-03 17:00:00,2088,7,850,0,,,
11,0.003661299,2088-07-06 16:00:00,2088,7,851,0,,,
12,0.00074231054,2088-07-13 12:00:00,2088,7,852,0,,,
13,0.0032119083,2088-07-01 16:00:00,2088,7,853,0,,,
14,0.0068830904,2088-07-13 13:00:00,2088,7,854,0,,,
15,0.0049554403,2088-07-13 14:00:00,2088,7,855,0,,,
16,0.00471,2088-07-03 16:00:00,2088,7,856,0,,,
17,0.0040177326,2088-07-03 17:00:00,2088,7,857,0,,,
18,0.0012235071,2088-07-13 05:00:00,2088,7,858,0,,,
19,0.00091981824,2088-07-01 17:00:00,2088,7,859,0,,,
20,0.0032199034,2088-07-13 14:00:00,2088,7,860,0,,,
21,0.002941483,2088-07-13 14:00:00,2088,7,861,0,,,
22,0.007529805,2088-07-13 15:00:00,2088,7,862,0,,,
23,0.0052122097,2088-07-13 15:00:00,2088,7,863,0,,,
24,0.0019764923,2088-07-13 06:00:00,2088,7,864,0,,,
25,0.0032869736,2088-07-13 06:00:00,2088,7,865,0,,,
26,0.001271537,2088-07-13 09:00:00,2088,7,866,0,,,
27,0.0010985227,2088-07-03 17:00:00,2088,7,867,0,,,
28,0.003589974,2088-07-03 17:00:00,2088,7,868,0,,,
29,0.00937655,2088-07-13 16:00:00,2088,7,869,0,,,
0,0.0040737223,2088-08-08 01:00:00,2088,8,870,0,,,
1,0.0027272124,2088-08-07 17:00:00,2088,8,871,0,,,
2,0.002867868,2088-08-07 18:00:00,2088,8,872,0,,,
3,0.0019908906,2088-08-25 07:00:00,2088,8,873,0,,,
4,0.0027292813,2088-08-25 07:00:00,2088,8,874,0,,,
5,0.0016163221,2088-08-15 14:00:00,2088,8,875,0,,,
6,0.0029129204,2088-08-08 01:00:00,2088,8,876,0,,,
7,0.0025306125,2088-08-24 16:00:00,2088,8,877,0,,,
8,0.0026962901,2088-08-08 02:00:00,2088,8,878,0,,,
9,0.0027099187,2088-08-08 04:00:00,2088,8,879,0,,,
10,0.0041493084,2088-08-07 19:00:00,2088,8,880,0,,,
11,0.0024551547,2088-08-07 20:00:00,2088,8,881,0,,,
12,0.0031214452,2088-08-08 00:00:00,2088,8,882,0,,,
13,0.002439029,2088-08-07 16:00:00,2088,8,883,0,,,
14,0.0037330282,2088-08-08 02:00:00,2088,8,884,0,,,
15,0.0046372996,2088-08-07 17:00:00,2088,8,885,0,,,
16,0.005548174,2088-08-08 05:00:00,2088,8,886,0,,,
17,0.007953865,2088-08-07 20:00:00,2088,8,887,0,,,
18,0.0012373269,2088-08-07 21:00:00,2088,8,888,0,,,
19,0.002530564,2088-08-11 13:00:00,2088,8,889,0,,,
20,0.0020600858,2088-08-12 17:00:00,2088,8,890,0,,,
21,0.004845822,2088-08-07 17:00:00,2088,8,891,0,,,
22,0.0042480663,2088-08-08 04:00:00,2088,8,892,0,,,
23,0.0023488954,2088-08-08 07:00:00,2088,8,893,0,,,
24,0.009850102,2088-08-07 23:00:00,2088,8,894,0,,,
25,0.0036646873,2088-08-07 23:00:00,2088,8,895,0,,,
26,0.0016216106,2088-08-08 10:00:00,2088,8,896,0,,,
27,0.0020005999,2088-08-08 03:00:00,2088,8,897,0,,,
28,0.0030450714,2088-08-12 20:00:00,2088,8,898,0,,,
29,0.004728763,2088-08-08 04:00:00,2088,8,899,0,,,
0,0.0016393862,2089-06-06 04:00:00,2089,6,900,0,,,
1,0.0011828108,2089-06-06 10:00:00,2089,6,901,0,,,
2,0.0010811756,2089-06-14 20:00:00,2089,6,902,0,,,
3,0.0018481335,2089-06-05 19:00:00,2089,6,903,0,,,
4,0.0013517264,2089-06-15 18:00:00,2089,6,904,0,,,
5,0.0013494595,2089-06-07 06:00:00,2089,6,905,0,,,
6,0.0022174674,2089-06-06 06:00:00,2089,6,906,0,,,
7,0.0029295986,2089-06-06 03:00:00,2089,6,907,0,,,
8,0.0014144639,2089-06-06 12:00:00,2089,6,908,0,,,
9,0.0020071708,2089-06-06 19:00:00,2089,6,909,0,,,
10,0.0022142953,2089-06-06 19:00:00,2089,6,910,0,,,
11,0.002434809,2089-06-07 15:00:00,2089,6,911,0,,,
12,0.0015502368,2089-06-06 05:00:00,2089,6,912,0,,,
13,0.002107165,2089-06-06 07:00:00,2089,6,913,0,,,
14,0.0029872588,2089-06-06 09:00:00,2089,6,914,0,,,
15,0.0027595225,2089-06-16 08:00:00,2089,6,915,0,,,
16,0.003215162,2089-06-06 20:00:00,2089,6,916,0,,,
17,0.0029135672,2089-06-06 19:00:00,2089,6,917,0,,,
18,0.0021105,2089-06-16 02:00:00,2089,6,918,0,,,
19,0.003098703,2089-06-16 04:00:00,2089,6,919,0,,,
20,0.003961107,2089-06-16 05:00:00,2089,6,920,0,,,
21,0.003459578,2089-06-16 06:00:00,2089,6,921,0,,,
22,0.0021489018,2089-06-06 14:00:00,2089,6,922,0,,,
23,0.0025242574,2089-06-06 18:00:00,2089,6,923,0,,,
24,0.0031630928,2089-06-14 19:00:00,2089,6,924,0,,,
25,0.0024933403,2089-06-16 03:00:00,2089,6,925,0,,,
26,0.0048379013,2089-06-16 04:00:00,2089,6,926,0,,,
27,0.0045397407,2089-06-16 05:00:00,2089,6,927,0,,,
28,0.0030568906,2089-06-06 12:00:00,2089,6,928,0,,,
29,0.0033145754,2089-06-16 06:00:00,2089,6,929,0,,,
0,0.0010503782,2089-07-17 19:00:00,2089,7,930,0,,,
1,0.0024151178,2089-07-04 16:00:00,2089,7,931,0,,,
2,0.0018213782,2089-07-17 13:00:00,2089,7,932,0,,,
3,0.00094867125,2089-07-17 14:00:00,2089,7,933,0,,,
4,0.000749455,2089-07-17 14:00:00,2089,7,934,0,,,
5,0.0006478691,2089-07-17 23:00:00,2089,7,935,0,,,
6,0.00078584003,2089-07-17 12:00:00,2089,7,936,0,,,
7,0.00051162124,2089-07-17 20:00:00,2089,7,937,0,,,
8,0.0028470396,2089-07-04 19:00:00,2089,7,938,0,,,
9,0.0025730806,2089-07-17 14:00:00,2089,7,939,0,,,
10,0.0024368486,2089-07-17 14:00:00,2089,7,940,0,,,
11,0.0036139302,2089-07-17 15:00:00,2089,7,941,0,,,
12,0.0020706726,2089-07-17 18:00:00,2089,7,942,0,,,
13,0.00095814123,2089-07-04 17:00:00,2089,7,943,0,,,
14,0.005890969,2089-07-04 18:00:00,2089,7,944,0,,,
15,0.0031138544,2089-07-05 19:00:00,2089,7,945,0,,,
16,0.004376723,2089-07-05 16:00:00,2089,7,946,0,,,
17,0.0031731694,2089-07-17 16:00:00,2089,7,947,0,,,
18,0.0037005916,2089-07-04 17:00:00,2089,7,948,0,,,
19,0.010472059,2089-07-04 17:00:00,2089,7,949,0,,,
20,0.0023522219,2089-07-04 18:00:00,2089,7,950,0,,,
21,0.007381945,2089-07-04 18:00:00,2089,7,951,0,,,
22,0.0027122719,2089-07-23 15:00:00,2089,7,952,0,,,
23,0.0026023814,2089-07-17 16:00:00,2089,7,953,0,,,
24,0.006546926,2089-07-04 17:00:00,2089,7,954,0,,,
25,0.0066004377,2089-07-04 17:00:00,2089,7,955,0,,,
26,0.0024357254,2089-07-04 18:00:00,2089,7,956,0,,,
27,0.0017063441,2089-07-27 22:00:00,2089,7,957,0,,,
28,0.004943077,2089-07-17 13:00:00,2089,7,958,0,,,
29,0.0022279958,2089-07-05 18:00:00,2089,7,959,0,,,
0,0.0020652667,2089-08-25 03:00:00,2089,8,960,0,,,
1,0.0015306546,2089-08-08 16:00:00,2089,8,961,0,,,
2,0.0021401604,2089-08-02 13:00:00,2089,8,962,0,,,
3,0.004318196,2089-08-02 15:00:00,2089,8,963,0,,,
4,0.002846693,2089-08-25 18:00:00,2089,8,964,0,,,
5,0.003540718,2089-08-15 18:00:00,2089,8,965,0,,,
6,0.0021624244,2089-08-08 18:00:00,2089,8,966,0,,,
7,0.002164485,2089-08-25 04:00:00,2089,8,967,0,,,
8,0.0021680063,2089-08-15 20:00:00,2089,8,968,0,,,
9,0.002405743,2089-08-25 16:00:00,2089,8,969,0,,,
10,0.007821065,2089-08-02 16:00:00,2089,8,970,0,,,
11,0.0023297623,2089-08-15 22:00:00,2089,8,971,0,,,
12,0.0017430697,2089-08-08 19:00:00,2089,8,972,0,,,
13,0.0013933876,2089-08-25 04:00:00,2089,8,973,0,,,
14,0.0017585278,2089-08-25 05:00:00,2089,8,974,0,,,
15,0.0027784286,2089-08-15 20:00:00,2089,8,975,0,,,
16,0.00561866,2089-08-09 17:00:00,2089,8,976,0,,,
17,0.0040002153,2089-08-02 17:00:00,2089,8,977,0,,,
18,0.0018002844,2089-08-08 18:00:00,2089,8,978,0,,,
19,0.0014207822,2089-08-08 18:00:00,2089,8,979,0,,,
20,0.0017383943,2089-08-15 19:00:00,2089,8,980,0,,,
21,0.0023924322,2089-08-25 05:00:00,2089,8,981,0,,,
22,0.0021790091,2089-08-25 19:00:00,2089,8,982,0,,,
23,0.002180481,2089-08-09 18:00:00,2089,8,983,0,,,
24,0.0049470533,2089-08-09 15:00:00,2089,8,984,0,,,
25,0.010460094,2089-08-08 19:00:00,2089,8,985,0,,,
26,0.0035533914,2089-08-09 16:00:00,2089,8,986,0,,,
27,0.0009783657,2089-08-21 07:00:00,2089,8,987,0,,,
28,0.0028347997,2089-08-09 17:00:00,2089,8,988,0,,,
29,0.004486446,2089-08-25 19:00:00,2089,8,989,0,,,
5,0.0012158624595031142,2079-07-13 01:00:00,2079,7,35,1,2079-06-18 05:00:00,2079-07-30 02:00:00,35.0
4,0.0017255644779652357,2079-08-06 03:00:00,2079,8,64,1,2079-08-05 14:00:00,2079-09-01 00:00:00,64.0
12,0.0022501004859805107,2082-07-10 05:00:00,2082,7,312,1,2082-06-10 14:00:00,2082-07-29 23:00:00,312.0
13,0.001270393724553287,2082-07-10 06:00:00,2082,7,313,1,2082-06-10 14:00:00,2082-07-30 00:00:00,313.0
25,0.0019438272574916482,2082-07-10 06:00:00,2082,7,325,1,2082-06-10 15:00:00,2082-07-29 21:00:00,325.0
11,0.0024728956632316113,2083-06-08 20:00:00,2083,6,371,1,2083-05-31 00:00:00,2083-06-26 17:00:00,371.0
23,0.0036622972693294287,2083-06-08 15:00:00,2083,6,383,1,2083-05-31 00:00:00,2083-06-26 00:00:00,383.0
0,0.0005748992552980781,2085-07-26 01:00:00,2085,7,570,1,2085-07-04 17:00:00,2085-08-13 07:00:00,570.0
16,0.002058156533166766,2085-07-26 03:00:00,2085,7,586,1,2085-06-25 21:00:00,2085-07-28 01:00:00,586.0
28,0.0012055622646585107,2085-08-11 16:00:00,2085,8,628,1,2085-08-04 05:00:00,2085-09-01 00:00:00,628.0
11,0.0006730902823619545,2086-06-21 14:00:00,2086,6,641,1,2086-05-31 00:00:00,2086-06-26 21:00:00,641.0
